Date,AAPL,KO,MDLZ,SHOP
2019-10-21,60.127498626708984,54.22999954223633,53.56999969482422,31.972999572753906
2019-10-22,59.9900016784668,53.849998474121094,52.709999084472656,29.9689998626709
2019-10-23,60.79499816894531,54.63999938964844,52.650001525878906,29.714000701904297
2019-10-24,60.89500045776367,54.61000061035156,53.040000915527344,32.33399963378906
2019-10-25,61.64500045776367,53.75,52.77000045776367,31.7450008392334
2019-10-28,62.26250076293945,53.56999969482422,52.40999984741211,32.49300003051758
2019-10-29,60.8224983215332,53.40999984741211,52.83000183105469,31.25200080871582
2019-10-30,60.814998626708984,53.939998626708984,52.029998779296875,31.91200065612793
2019-10-31,62.189998626708984,54.43000030517578,52.45000076293945,31.35700035095215
2019-11-01,63.95500183105469,53.900001525878906,52.029998779296875,31.676000595092773
